Reporter Countries,Partner Countries,Value
North Macedonia,Mauritius,50.0
North Macedonia,Montenegro,15886.0
North Macedonia,Morocco,46.0
North Macedonia,Netherlands,7471.0
North Macedonia,New Zealand,114.0
North Macedonia,Norway,993.0
North Macedonia,Oman,87.0
North Macedonia,Palestine,302.0
North Macedonia,Philippines,94.0
North Macedonia,Poland,16819.0
North Macedonia,Portugal,4031.0
North Macedonia,Qatar,362.0
North Macedonia,Republic of Korea,851.0
North Macedonia,Republic of Moldova,722.0
North Macedonia,Romania,17484.0
North Macedonia,Russian Federation,34071.0
North Macedonia,Saudi Arabia,318.0
North Macedonia,Serbia,72972.0
North Macedonia,Seychelles,2.0
North Macedonia,Singapore,58.0
North Macedonia,Slovakia,1960.0
North Macedonia,Slovenia,10836.0
North Macedonia,Spain,1779.0
North Macedonia,Sudan,33.0
North Macedonia,Sweden,4972.0
North Macedonia,Switzerland,4080.0
North Macedonia,Turkey,4790.0
North Macedonia,Ukraine,1780.0
North Macedonia,United Arab Emirates,466.0
North Macedonia,United Kingdom,3482.0
North Macedonia,United States of America,30969.0
North Macedonia,Viet Nam,813.0
North Macedonia,Yemen,153.0
Norway,Afghanistan,246.0
Norway,Albania,214.0
Norway,Angola,36.0
Norway,Argentina,335.0
Norway,Armenia,586.0
Norway,Australia,11174.0
Norway,Austria,316.0
Norway,Azerbaijan,15.0
Norway,Bahamas,1.0
Norway,Bahrain,375.0
Norway,Bangladesh,17.0
Norway,Belarus,26.0
Norway,Belgium,3094.0
Norway,Bosnia and Herzegovina,114.0
Norway,Brazil,712.0
Norway,Bulgaria,287.0
Norway,Cameroon,7.0
Norway,Canada,16740.0
Norway,Chile,2313.0
Norway,"China, Hong Kong SAR",6262.0
Norway,"China, Macao SAR",2.0
Norway,"China, Taiwan Province of",1168.0
Norway,"China, mainland",7889.0
Norway,Colombia,78.0
Norway,Congo,415.0
Norway,Croatia,91.0
Norway,Cyprus,10.0
Norway,Czechia,6523.0
Norway,Côte d'Ivoire,103.0
Norway,Democratic Republic of the Congo,302.0
Norway,Denmark,110304.0
Norway,Egypt,222.0
Norway,Estonia,1767.0
Norway,Faroe Islands,36859.0
Norway,Finland,33290.0
Norway,France,11772.0
Norway,French Polynesia,1.0
Norway,Gabon,15.0
Norway,Georgia,179.0
Norway,Germany,94345.0
Norway,Ghana,685.0
Norway,Greece,2599.0
Norway,Greenland,19.0
Norway,Guatemala,76.0
Norway,Hungary,33.0
Norway,Iceland,30181.0
Norway,India,744.0
Norway,Indonesia,515.0
Norway,Iraq,2.0
Norway,Ireland,2329.0
Norway,Israel,962.0
Norway,Italy,30910.0
Norway,Japan,51933.0
Norway,Jordan,103.0
Norway,Kazakhstan,79.0
Norway,Kenya,1622.0
Norway,Kuwait,308.0
Norway,Latvia,658.0
Norway,Lebanon,7.0
Norway,Liberia,1.0
Norway,Lithuania,2109.0
Norway,Luxembourg,20.0
Norway,Malaysia,229.0
Norway,Malta,240.0
Norway,Mauritius,2.0
Norway,Mexico,721.0
Norway,Mongolia,10.0
Norway,Montenegro,2.0
Norway,Morocco,22.0
Norway,Namibia,3.0
Norway,Nepal,2.0
Norway,Netherlands,28358.0
Norway,New Zealand,176.0
Norway,Nigeria,951.0
Norway,North Macedonia,446.0
Norway,Pakistan,88.0
Norway,Panama,29.0
Norway,Peru,27.0
Norway,Philippines,819.0
Norway,Poland,5320.0
Norway,Portugal,725.0
Norway,Qatar,34.0
Norway,Republic of Korea,12488.0
Norway,Romania,1751.0
Norway,Russian Federation,14441.0
Norway,Saudi Arabia,851.0
Norway,Serbia,27.0
Norway,Singapore,921.0
Norway,Slovakia,150.0
Norway,Slovenia,183.0
Norway,Somalia,1.0
Norway,South Africa,186.0
Norway,Spain,5983.0
Norway,Sri Lanka,134.0
Norway,Sudan,256.0
Norway,Suriname,92.0
Norway,Sweden,209449.0
Norway,Switzerland,13078.0
Norway,Syrian Arab Republic,7.0
Norway,Thailand,3554.0
Norway,Togo,97.0
Norway,Tunisia,6.0
Norway,Turkey,3500.0
Norway,Ukraine,966.0
Norway,United Arab Emirates,6062.0
Norway,United Kingdom,44118.0
Norway,United Republic of Tanzania,4.0
Norway,United States of America,98624.0
Norway,Uruguay,1982.0
Norway,Viet Nam,2036.0
Oman,Afghanistan,3.0
Oman,Algeria,109.0
Oman,Angola,9100.0
Oman,Australia,30.0
Oman,Austria,1.0
Oman,Bahrain,27229.0
Oman,Bangladesh,586.0
Oman,Benin,202.0
Oman,Brazil,120.0
Oman,Brunei Darussalam,216.0
Oman,Cambodia,6.0
Oman,Cameroon,2143.0
Oman,Canada,225.0
Oman,Chile,503.0
Oman,"China, Hong Kong SAR",119.0
Oman,"China, Taiwan Province of",4997.0
Oman,"China, mainland",93.0
Oman,Comoros,622.0
Oman,Côte d'Ivoire,36.0
Oman,Djibouti,10061.0
Oman,Egypt,372.0
Oman,Fiji,26.0
Oman,Finland,1.0
Oman,France,436.0
Oman,Gambia,154.0
Oman,Germany,91.0
Oman,Ghana,108.0
Oman,Greece,16.0
Oman,Guinea,164.0
Oman,Guinea-Bissau,125.0
Oman,India,14588.0
Oman,Indonesia,821.0
Oman,Iran (Islamic Republic of),311293.0
Oman,Iraq,37449.0
Oman,Ireland,1.0
Oman,Italy,1.0
Oman,Japan,5350.0
Oman,Jordan,7838.0
Oman,Kenya,4772.0
Oman,Kuwait,23400.0
Oman,Lebanon,1970.0
Oman,Liberia,748.0
Oman,Libya,1082.0
Oman,Malaysia,1967.0
Oman,Maldives,8460.0
Oman,Malta,1.0
Oman,Mauritania,281.0
Oman,Mauritius,354.0
Oman,Morocco,627.0
Oman,Netherlands,264.0
Oman,New Zealand,727.0
Oman,Nigeria,1024.0
Oman,Pakistan,4373.0
Oman,Palestine,1607.0
Oman,Papua New Guinea,266.0
Oman,Philippines,2.0
Oman,Qatar,241113.0
Oman,Republic of Korea,11.0
Oman,Romania,1.0
Oman,Russian Federation,205.0
Oman,Samoa,39.0
Oman,Saudi Arabia,184733.0
Oman,Senegal,1017.0
Oman,Seychelles,122.0
Oman,Sierra Leone,67.0
Oman,Singapore,1056.0
Oman,Somalia,135336.0
Oman,South Africa,2551.0
Oman,Sri Lanka,558.0
Oman,Sudan,2446.0
Oman,Suriname,12.0
Oman,Sweden,19.0
Oman,Switzerland,16.0
Oman,Syrian Arab Republic,930.0
Oman,Thailand,26.0
Oman,Tunisia,498.0
Oman,Turkey,782.0
Oman,Uganda,11.0
Oman,United Arab Emirates,374616.0
Oman,United Kingdom,1108.0
Oman,United Republic of Tanzania,6703.0
Oman,United States of America,1807.0
Oman,Viet Nam,13212.0
Oman,Yemen,67678.0
Pakistan,Afghanistan,955271.0
Pakistan,Albania,2255.0
Pakistan,Algeria,6649.0
Pakistan,Angola,7754.0
Pakistan,Argentina,196.0
Pakistan,Australia,41420.0
Pakistan,Austria,370.0
Pakistan,Azerbaijan,20644.0
Pakistan,Bahamas,53.0
Pakistan,Bahrain,37196.0
Pakistan,Bangladesh,37611.0
Pakistan,Belgium,87218.0
Pakistan,Benin,68969.0
Pakistan,Botswana,184.0
Pakistan,Brazil,2123.0
Pakistan,Brunei Darussalam,116.0
Pakistan,Bulgaria,546.0
Pakistan,Cabo Verde,240.0
Pakistan,Cambodia,1928.0
Pakistan,Cameroon,13669.0
Pakistan,Canada,35635.0
Pakistan,Chile,4208.0
Pakistan,"China, Hong Kong SAR",11588.0
Pakistan,"China, Taiwan Province of",14316.0
Pakistan,"China, mainland",232710.0
Pakistan,Colombia,92.0
Pakistan,Comoros,36617.0
Pakistan,Congo,626.0
Pakistan,Croatia,542.0
Pakistan,Cuba,58.0
Pakistan,Cyprus,369.0
Pakistan,Czechia,895.0
Pakistan,Côte d'Ivoire,27157.0
Pakistan,Democratic Republic of the Congo,413.0
Pakistan,Denmark,8405.0
Pakistan,Djibouti,27555.0
Pakistan,Dominican Republic,172.0
Pakistan,Ecuador,131.0
Pakistan,Egypt,2273.0
Pakistan,Equatorial Guinea,133.0
Pakistan,Estonia,628.0
Pakistan,Ethiopia,2.0
Pakistan,Fiji,174.0
Pakistan,Finland,640.0
Pakistan,France,42053.0
Pakistan,Gabon,30.0
Pakistan,Gambia,17858.0
Pakistan,Georgia,8672.0
Pakistan,Germany,33814.0
Pakistan,Ghana,5113.0
Pakistan,Greece,4429.0
Pakistan,Guatemala,351.0
Pakistan,Guinea,2224.0
Pakistan,Guinea-Bissau,46258.0
Pakistan,Guyana,10.0
Pakistan,Haiti,2262.0
Pakistan,Hungary,73.0
Pakistan,Iceland,3.0
Pakistan,India,110090.0
Pakistan,Indonesia,112519.0
Pakistan,Iran (Islamic Republic of),5905.0
Pakistan,Iraq,6426.0
Pakistan,Ireland,1813.0
Pakistan,Italy,56662.0
Pakistan,Jamaica,207.0
Pakistan,Japan,12597.0
Pakistan,Jordan,5987.0
Pakistan,Kazakhstan,118201.0
Pakistan,Kenya,459921.0
Pakistan,Kuwait,52412.0
Pakistan,Latvia,976.0
Pakistan,Lebanon,5749.0
Pakistan,Liberia,129.0
Pakistan,Libya,5817.0
Pakistan,Lithuania,8031.0
Pakistan,Madagascar,245706.0
Pakistan,Malawi,26.0
Pakistan,Malaysia,55729.0
Pakistan,Maldives,6278.0
Pakistan,Mali,2.0
Pakistan,Malta,386.0
Pakistan,Mauritania,8956.0
Pakistan,Mauritius,13322.0
Pakistan,Mexico,4170.0
Pakistan,Morocco,1896.0
Pakistan,Mozambique,91142.0
Pakistan,Myanmar,3562.0
Pakistan,Namibia,499.0
Pakistan,Nepal,1263.0
Pakistan,Netherlands,42466.0
Pakistan,New Zealand,5702.0
Pakistan,Nigeria,13333.0
Pakistan,Norway,6275.0
Pakistan,Oman,158136.0
Pakistan,Palestine,4046.0
Pakistan,Panama,69.0
Pakistan,Paraguay,1452.0
Pakistan,Peru,26.0
Pakistan,Philippines,82514.0
Pakistan,Poland,16347.0
Pakistan,Portugal,4388.0
Pakistan,Qatar,54155.0
Pakistan,Republic of Korea,8994.0
Pakistan,Romania,3324.0
Pakistan,Russian Federation,61218.0
Pakistan,Saint Lucia,5.0
Pakistan,Samoa,30.0
Pakistan,Sao Tome and Principe,274.0
Pakistan,Saudi Arabia,257913.0
Pakistan,Senegal,22831.0
Pakistan,Serbia,19566.0
Pakistan,Seychelles,1270.0
Pakistan,Sierra Leone,57407.0
Pakistan,Singapore,7142.0
Pakistan,Slovakia,31.0
Pakistan,Slovenia,77.0
Pakistan,Somalia,61061.0
Pakistan,South Africa,12874.0
Pakistan,Spain,52651.0
Pakistan,Sri Lanka,65949.0
Pakistan,Sudan,8315.0
Pakistan,Suriname,6.0
Pakistan,Sweden,9490.0
Pakistan,Switzerland,1009.0
Pakistan,Syrian Arab Republic,185.0
Pakistan,Tajikistan,2030.0
Pakistan,Thailand,10872.0
Pakistan,Timor-Leste,1543.0
Pakistan,Togo,28632.0
Pakistan,Trinidad and Tobago,336.0
Pakistan,Tunisia,2742.0
Pakistan,Turkey,20961.0
Pakistan,Turkmenistan,2785.0
Pakistan,Uganda,3.0
Pakistan,Ukraine,17396.0
Pakistan,United Arab Emirates,526306.0
Pakistan,United Kingdom,122081.0
Pakistan,United Republic of Tanzania,137900.0
Pakistan,United States of America,126819.0
Pakistan,Uruguay,206.0
Pakistan,Uzbekistan,865.0
Pakistan,Venezuela (Bolivarian Republic of),1632.0
Pakistan,Viet Nam,63415.0
Pakistan,Yemen,84868.0
Pakistan,Zimbabwe,5174.0
Panama,Antigua and Barbuda,585.0
Panama,Argentina,26.0
Panama,Armenia,12.0
Panama,Aruba,1760.0
Panama,Australia,1608.0
Panama,Austria,703.0
Panama,Barbados,2.0
Panama,Belarus,3603.0
Panama,Belgium,863.0
Panama,Bermuda,115.0
Panama,Bolivia (Plurinational State of),1969.0
Panama,Bosnia and Herzegovina,7.0
Panama,Brazil,318.0
Panama,Cabo Verde,1.0
Panama,Canada,1260.0
Panama,Chile,3675.0
Panama,"China, Hong Kong SAR",1388.0
Panama,"China, Taiwan Province of",13296.0
Panama,"China, mainland",1225.0
Panama,Colombia,5228.0
Panama,Costa Rica,21592.0
Panama,Czechia,1589.0
Panama,Denmark,416.0
Panama,Ecuador,1329.0
Panama,El Salvador,2974.0
Panama,France,2011.0
Panama,Georgia,79.0
Panama,Germany,8451.0
Panama,Greece,544.0
Panama,Guatemala,23495.0
Panama,Guyana,369.0
Panama,Honduras,4109.0
Panama,Iceland,28.0
Panama,India,184.0
Panama,Indonesia,15291.0
Panama,Ireland,596.0
Panama,Israel,19064.0
Panama,Italy,4422.0
Panama,Jamaica,4651.0
Panama,Japan,7140.0
Panama,Jordan,192.0
Panama,Kazakhstan,5.0
Panama,Kuwait,51.0
Panama,Lebanon,4.0
Panama,Lithuania,2.0
Panama,Malaysia,1032.0
Panama,Mauritania,534.0
Panama,Mexico,4084.0
Panama,Montenegro,2.0
Panama,Morocco,166.0
Panama,Netherlands,234949.0
Panama,New Zealand,1076.0
Panama,Nicaragua,7707.0
Panama,North Macedonia,3.0
Panama,Norway,1642.0
Panama,Oman,1.0
Panama,Peru,1634.0
Panama,Poland,320.0
Panama,Portugal,3236.0
Panama,Republic of Korea,2041.0
Panama,Republic of Moldova,5.0
Panama,Romania,4.0
Panama,Russian Federation,1009.0
Panama,Saint Kitts and Nevis,227.0
Panama,Saint Lucia,217.0
Panama,Saint Vincent and the Grenadines,8.0
Panama,Senegal,60.0
Panama,Serbia,201.0
Panama,Seychelles,1.0
Panama,Singapore,584.0
Panama,Slovakia,22.0
Panama,South Africa,347.0
Panama,Spain,11678.0
Panama,Suriname,78.0
Panama,Sweden,172.0
Panama,Switzerland,17966.0
Panama,Thailand,32.0
Panama,Turkey,808.0
Panama,Ukraine,800.0
Panama,United Kingdom,26318.0
Panama,United States of America,42431.0
Panama,Uruguay,23.0
Papua New Guinea,Argentina,80.0
Papua New Guinea,Armenia,49.0
Papua New Guinea,Australia,32383.0
Papua New Guinea,Austria,5.0
Papua New Guinea,Belarus,2.0
Papua New Guinea,Belgium,49170.0
Papua New Guinea,Cameroon,1.0
Papua New Guinea,Canada,2410.0
Papua New Guinea,Chile,6.0
Papua New Guinea,"China, Hong Kong SAR",189.0
Papua New Guinea,"China, Taiwan Province of",889.0
Papua New Guinea,"China, mainland",1237.0
Papua New Guinea,Croatia,148.0
Papua New Guinea,Denmark,130.0
Papua New Guinea,Estonia,5.0
Papua New Guinea,Fiji,738.0
Papua New Guinea,Finland,907.0
Papua New Guinea,France,8629.0
Papua New Guinea,Germany,90528.0
Papua New Guinea,Hungary,1.0
Papua New Guinea,India,17390.0
Papua New Guinea,Indonesia,19438.0
Papua New Guinea,Ireland,269.0
Papua New Guinea,Israel,94.0
Papua New Guinea,Italy,4446.0
Papua New Guinea,Japan,7624.0
Papua New Guinea,Jordan,3681.0
Papua New Guinea,Kuwait,1.0
Papua New Guinea,Malaysia,82660.0
Papua New Guinea,Morocco,18.0
Papua New Guinea,Netherlands,286860.0
Papua New Guinea,New Zealand,4601.0
Papua New Guinea,Norway,25.0
Papua New Guinea,Philippines,53024.0
Papua New Guinea,Poland,2.0
Papua New Guinea,Portugal,77.0
Papua New Guinea,Republic of Korea,3484.0
Papua New Guinea,Russian Federation,4570.0
Papua New Guinea,Samoa,88.0
Papua New Guinea,Senegal,11.0
Papua New Guinea,Singapore,3023.0
Papua New Guinea,Solomon Islands,5069.0
Papua New Guinea,South Africa,46.0
Papua New Guinea,Spain,60818.0
Papua New Guinea,Sri Lanka,1031.0
Papua New Guinea,Sweden,2794.0
Papua New Guinea,Switzerland,4292.0
Papua New Guinea,Thailand,81.0
Papua New Guinea,Turkey,14.0
Papua New Guinea,Ukraine,128.0
Papua New Guinea,United Kingdom,112524.0
Papua New Guinea,United States of America,68485.0
Papua New Guinea,Viet Nam,258.0
Paraguay,Afghanistan,735.0
Paraguay,Albania,682.0
Paraguay,Algeria,43190.0
Paraguay,Andorra,3.0
Paraguay,Angola,11516.0
Paraguay,Argentina,555258.0
Paraguay,Armenia,260.0
Paraguay,Aruba,8736.0
Paraguay,Australia,1940.0
Paraguay,Austria,2025.0
Paraguay,Azerbaijan,283.0
Paraguay,Bahrain,3213.0
Paraguay,Bangladesh,113980.0
Paraguay,Belarus,205.0
Paraguay,Belgium,4577.0
Paraguay,Belize,6.0
Paraguay,Benin,96.0
Paraguay,Bolivia (Plurinational State of),15105.0
Paraguay,Brazil,719738.0
Paraguay,Bulgaria,375.0
Paraguay,Cameroon,7.0
Paraguay,Canada,2222.0
Paraguay,Chile,623612.0
Paraguay,"China, Hong Kong SAR",36700.0
Paraguay,"China, Taiwan Province of",38253.0
Paraguay,"China, mainland",3468.0
Paraguay,Colombia,3486.0
Paraguay,Congo,1614.0
Paraguay,Costa Rica,2627.0
Paraguay,Cuba,217.0
Paraguay,Cyprus,85.0
Paraguay,Czechia,255.0
Paraguay,Côte d'Ivoire,103.0
Paraguay,Democratic Republic of the Congo,382.0
Paraguay,Denmark,35554.0
Paraguay,Djibouti,283.0
Paraguay,Dominican Republic,1261.0
Paraguay,Ecuador,54577.0
Paraguay,Egypt,44996.0
Paraguay,Equatorial Guinea,185.0
Paraguay,France,9589.0
Paraguay,Gabon,8401.0
Paraguay,Gambia,8908.0
Paraguay,Germany,172910.0
Paraguay,Ghana,574.0
Paraguay,Greece,43631.0
Paraguay,Grenada,90.0
Paraguay,Guatemala,312.0
Paraguay,Guinea-Bissau,1774.0
Paraguay,Haiti,77.0
Paraguay,Honduras,587.0
Paraguay,India,255909.0
Paraguay,Indonesia,15333.0
Paraguay,Iran (Islamic Republic of),43535.0
Paraguay,Iraq,12543.0
Paraguay,Ireland,2498.0
Paraguay,Israel,125906.0
Paraguay,Italy,156417.0
Paraguay,Jamaica,32.0
Paraguay,Japan,54416.0
Paraguay,Jordan,135.0
Paraguay,Kazakhstan,4383.0
Paraguay,Kuwait,22212.0
Paraguay,Lebanon,26289.0
Paraguay,Liberia,91.0
Paraguay,Libya,4930.0
Paraguay,Madagascar,5.0
Paraguay,Malaysia,9003.0
Paraguay,Malta,103.0
Paraguay,Mauritania,70.0
Paraguay,Mauritius,2835.0
Paraguay,Mexico,55528.0
Paraguay,Montenegro,131.0
Paraguay,Morocco,9930.0
Paraguay,Mozambique,311.0
Paraguay,Myanmar,13945.0
Paraguay,Netherlands,80073.0
Paraguay,New Zealand,256.0
Paraguay,Nicaragua,4419.0
Paraguay,Norway,120.0
Paraguay,Oman,3942.0
Paraguay,Pakistan,37809.0
Paraguay,Palestine,338.0
Paraguay,Panama,920.0
Paraguay,Peru,112556.0
Paraguay,Philippines,152.0
Paraguay,Poland,132012.0
Paraguay,Portugal,84731.0
Paraguay,Qatar,772.0
Paraguay,Republic of Korea,97255.0
Paraguay,Republic of Moldova,57.0
Paraguay,Romania,395.0
Paraguay,Russian Federation,599847.0
Paraguay,San Marino,97.0
Paraguay,Saudi Arabia,31428.0
Paraguay,Senegal,10027.0
Paraguay,Seychelles,73.0
Paraguay,Sierra Leone,5232.0
Paraguay,Singapore,6938.0
Paraguay,Slovakia,112.0
Paraguay,Slovenia,626.0
Paraguay,South Africa,3141.0
Paraguay,Spain,204065.0
Paraguay,Sri Lanka,25.0
Paraguay,Sudan,258.0
Paraguay,Suriname,31.0
Paraguay,Sweden,8854.0
Paraguay,Switzerland,56146.0
Paraguay,Syrian Arab Republic,110.0
Paraguay,Thailand,2780.0
Paraguay,Togo,195.0
Paraguay,Trinidad and Tobago,804.0
Paraguay,Tunisia,67227.0
Paraguay,Turkey,288389.0
Paraguay,Turkmenistan,56.0
Paraguay,United Arab Emirates,31974.0
Paraguay,United Kingdom,87353.0
Paraguay,United States of America,70568.0
Paraguay,Uruguay,118103.0
Paraguay,Venezuela (Bolivarian Republic of),2535.0
Paraguay,Viet Nam,84655.0
Paraguay,Zimbabwe,221.0
Peru,Albania,81.0
Peru,Algeria,1576.0
Peru,Angola,904.0
Peru,Antigua and Barbuda,366.0
Peru,Argentina,17602.0
Peru,Aruba,1415.0
Peru,Australia,30040.0
Peru,Austria,503.0
Peru,Bahamas,3902.0
Peru,Bahrain,690.0
Peru,Bangladesh,217.0
Peru,Barbados,171.0
Peru,Belgium,137433.0
Peru,Belize,295.0
Peru,Benin,223.0
Peru,Bhutan,17.0
Peru,Bolivia (Plurinational State of),57756.0
Peru,Brazil,54165.0
Peru,British Virgin Islands,129.0
Peru,Bulgaria,2083.0
Peru,Cabo Verde,236.0
Peru,Cameroon,208.0
Peru,Canada,136809.0
Peru,Cayman Islands,190.0
Peru,Chile,144358.0
Peru,"China, Hong Kong SAR",77616.0
Peru,"China, Macao SAR",1.0
Peru,"China, Taiwan Province of",10707.0
Peru,"China, mainland",108531.0
Peru,Colombia,108908.0
Peru,Congo,81.0
Peru,Costa Rica,19447.0
Peru,Croatia,273.0
Peru,Cuba,931.0
Peru,Cyprus,225.0
Peru,Czechia,416.0
Peru,Côte d'Ivoire,109.0
Peru,Democratic People's Republic of Korea,311.0
Peru,Denmark,12546.0
Peru,Dominica,240.0
Peru,Dominican Republic,31072.0
Peru,Ecuador,86790.0
Peru,Egypt,2607.0
Peru,El Salvador,8458.0
Peru,Equatorial Guinea,266.0
Peru,Estonia,280.0
Peru,Finland,8343.0
Peru,France,89414.0
Peru,French Polynesia,58.0
Peru,Gabon,75.0
Peru,Gambia,4985.0
Peru,Germany,261747.0
Peru,Ghana,312.0
Peru,Greece,7442.0
Peru,Greenland,52.0
Peru,Grenada,200.0
Peru,Guatemala,9776.0
Peru,Guinea,96.0
Peru,Guinea-Bissau,24.0
Peru,Guyana,2316.0
Peru,Haiti,52160.0
Peru,Honduras,4285.0
Peru,Hungary,568.0
Peru,Iceland,127.0
Peru,India,6301.0
Peru,Indonesia,22206.0
Peru,Iran (Islamic Republic of),354.0
Peru,Ireland,11913.0
Peru,Israel,5131.0
Peru,Italy,82494.0
Peru,Jamaica,1139.0
Peru,Japan,67772.0
Peru,Jordan,388.0
Peru,Kuwait,1346.0
Peru,Latvia,426.0
Peru,Lebanon,2913.0
Peru,Liberia,1494.0
Peru,Libya,1357.0
Peru,Lithuania,1274.0
Peru,Luxembourg,11.0
Peru,Madagascar,84.0
Peru,Malaysia,8255.0
Peru,Malta,159.0
Peru,Mauritania,61.0
Peru,Mexico,87793.0
Peru,Morocco,278.0
Peru,Mozambique,82.0
Peru,Myanmar,190.0
Peru,Netherlands,682548.0
Peru,New Caledonia,19.0
Peru,New Zealand,7495.0
Peru,Nicaragua,10308.0
Peru,Nigeria,114.0
Peru,Norway,5461.0
Peru,Oman,880.0
Peru,Pakistan,604.0
Peru,Panama,32720.0
Peru,Paraguay,895.0
Peru,Philippines,217.0
Peru,Poland,7653.0
Peru,Portugal,8049.0
Peru,Qatar,136.0
Peru,Republic of Korea,115020.0
Peru,Romania,37.0
Peru,Russian Federation,44466.0
Peru,Saint Kitts and Nevis,1226.0
Peru,Saint Lucia,2094.0
Peru,Saint Vincent and the Grenadines,352.0
Peru,Saudi Arabia,4795.0
Peru,Senegal,269.0
Peru,Serbia,24.0
Peru,Sierra Leone,1173.0
Peru,Singapore,4545.0
Peru,Slovakia,13.0
Peru,Slovenia,504.0
Peru,South Africa,1550.0
Peru,Spain,372569.0
Peru,Suriname,540.0
Peru,Sweden,48987.0
Peru,Switzerland,3673.0
Peru,Thailand,16599.0
Peru,Togo,130.0
Peru,Trinidad and Tobago,4215.0
Peru,Tunisia,8.0
Peru,Turkey,3294.0
Peru,Ukraine,256.0
Peru,United Arab Emirates,5977.0
Peru,United Kingdom,267610.0
Peru,United States of America,1738731.0
Peru,Uruguay,15304.0
Peru,Venezuela (Bolivarian Republic of),4142.0
Peru,Viet Nam,8212.0
Peru,Zambia,2.0
Philippines,Afghanistan,205.0
Philippines,Algeria,2121.0
Philippines,American Samoa,2634.0
Philippines,Angola,68.0
Philippines,Argentina,11660.0
Philippines,Aruba,66.0
Philippines,Australia,60813.0
Philippines,Austria,1128.0
Philippines,Azerbaijan,75.0
Philippines,Bahamas,219.0
Philippines,Bahrain,5808.0
Philippines,Bangladesh,3724.0
Philippines,Barbados,77.0
Philippines,Belarus,6.0
Philippines,Belgium,34778.0
Philippines,Benin,218.0
Philippines,Bolivia (Plurinational State of),1.0
Philippines,Bosnia and Herzegovina,8.0
Philippines,Brazil,32263.0
Philippines,Brunei Darussalam,4743.0
Philippines,Bulgaria,219.0
Philippines,Cambodia,3050.0
Philippines,Cameroon,3096.0
Philippines,Canada,100883.0
Philippines,Cayman Islands,94.0
Philippines,Chile,3307.0
Philippines,"China, Hong Kong SAR",65695.0
Philippines,"China, Macao SAR",805.0
Philippines,"China, Taiwan Province of",41557.0
Philippines,"China, mainland",534311.0
Philippines,Christmas Island,1.0
Philippines,Colombia,1618.0
Philippines,Cook Islands,1.0
Philippines,Costa Rica,495.0
Philippines,Croatia,468.0
Philippines,Cuba,292.0
Philippines,Cyprus,2480.0
Philippines,Czechia,3614.0
Philippines,Côte d'Ivoire,843.0
Philippines,Democratic People's Republic of Korea,1148.0
Philippines,Denmark,12913.0
Philippines,Dominican Republic,5939.0
Philippines,Ecuador,777.0
Philippines,Egypt,4841.0
Philippines,El Salvador,180.0
Philippines,Estonia,363.0
Philippines,Fiji,524.0
Philippines,Finland,1252.0
Philippines,France,41467.0
Philippines,French Polynesia,238.0
Philippines,Georgia,2093.0
Philippines,Germany,69357.0
Philippines,Ghana,2081.0
Philippines,Greece,1249.0
Philippines,Guam,8691.0
Philippines,Guatemala,339.0
Philippines,Haiti,187.0
Philippines,Hungary,2077.0
Philippines,Iceland,79.0
Philippines,India,59435.0
Philippines,Indonesia,48102.0
Philippines,Iran (Islamic Republic of),97107.0
Philippines,Iraq,20653.0
Philippines,Ireland,4390.0
Philippines,Israel,6578.0
Philippines,Italy,84017.0
Philippines,Jamaica,149.0
Philippines,Japan,657479.0
Philippines,Jordan,6724.0
Philippines,Kazakhstan,23.0
Philippines,Kenya,128.0
Philippines,Kiribati,903.0
Philippines,Kuwait,21506.0
Philippines,Lao People's Democratic Republic,12.0
Philippines,Latvia,2050.0
Philippines,Lebanon,2863.0
Philippines,Lithuania,3807.0
