Exporter,Importer,Value
Austria,Kyrgyzstan,210.0
Czechia,Greece,210.0
Austria,Democratic Republic of the Congo,209.0
Pakistan,Finland,209.0
Ethiopia,Bahrain,209.0
Canada,Niger,209.0
Slovakia,Ireland,209.0
Viet Nam,Brunei Darussalam,209.0
Kazakhstan,Finland,209.0
Turkey,Switzerland,208.0
Zambia,Madagascar,208.0
Italy,Panama,208.0
Uruguay,Mozambique,207.0
Estonia,Croatia,207.0
Italy,Colombia,207.0
Germany,"China, Taiwan Province of",206.0
Singapore,Thailand,206.0
Canada,Guinea,206.0
United Arab Emirates,Philippines,206.0
Viet Nam,Georgia,205.0
"China, Taiwan Province of",Thailand,204.0
Japan,United Arab Emirates,203.0
Brazil,Syrian Arab Republic,203.0
Burundi,Rwanda,202.0
Croatia,Oman,202.0
Malaysia,United Arab Emirates,202.0
Belgium,Morocco,202.0
Viet Nam,Jamaica,202.0
Argentina,Panama,202.0
France,Liberia,202.0
Brazil,Honduras,201.0
Philippines,Oman,201.0
Denmark,Mauritius,201.0
Namibia,Botswana,201.0
Japan,United Republic of Tanzania,201.0
Netherlands,Antigua and Barbuda,201.0
India,Czechia,201.0
Saudi Arabia,Senegal,200.0
United Arab Emirates,United Kingdom,200.0
Viet Nam,Mauritania,200.0
United Arab Emirates,France,200.0
Fiji,Nauru,199.0
Sao Tome and Principe,Cameroon,199.0
United Kingdom,Haiti,199.0
Morocco,Viet Nam,199.0
Cambodia,Finland,197.0
New Zealand,Gibraltar,197.0
Lebanon,Guinea,197.0
Slovenia,"China, Taiwan Province of",197.0
Argentina,Togo,196.0
"China, Hong Kong SAR",Malaysia,196.0
United Kingdom,Guinea,196.0
Saudi Arabia,Pakistan,195.0
France,Aruba,195.0
Pakistan,Cyprus,195.0
Republic of Korea,Mongolia,194.0
Gambia,Guinea-Bissau,194.0
Peru,Mauritania,193.0
Rwanda,Uganda,193.0
Germany,Turks and Caicos Islands,193.0
Uruguay,Gabon,193.0
Canada,Zambia,192.0
"China, mainland",Micronesia (Federated States of),192.0
Lao People's Democratic Republic,Thailand,192.0
Russian Federation,Hungary,191.0
Slovenia,Cabo Verde,191.0
Antigua and Barbuda,Ethiopia,191.0
Niger,Benin,191.0
Republic of Korea,Canada,190.0
Switzerland,Ukraine,190.0
Belgium,Thailand,189.0
Lao People's Democratic Republic,United Kingdom,189.0
Philippines,Switzerland,188.0
Kenya,Bahrain,188.0
South Africa,Oman,187.0
Slovenia,United Kingdom,187.0
Slovenia,Bulgaria,187.0
Argentina,Burkina Faso,186.0
Uruguay,El Salvador,186.0
Austria,Maldives,185.0
Viet Nam,Hungary,185.0
Slovenia,Malta,185.0
Poland,Iran (Islamic Republic of),185.0
Gabon,Angola,185.0
India,Mongolia,185.0
Ecuador,"China, Hong Kong SAR",184.0
Turkey,United Kingdom,184.0
Slovenia,Republic of Korea,184.0
United Arab Emirates,Tunisia,184.0
Sweden,Côte d'Ivoire,183.0
Belgium,Namibia,182.0
Viet Nam,Poland,182.0
Turkey,Somalia,182.0
Poland,Turkey,182.0
"China, Hong Kong SAR",Nauru,182.0
Estonia,Thailand,182.0
Indonesia,Timor-Leste,181.0
Bahrain,Qatar,180.0
India,Malawi,180.0
Portugal,Montenegro,180.0
South Africa,Chile,180.0
Czechia,Belarus,180.0
Finland,Liberia,179.0
Pakistan,Nigeria,179.0
United States of America,Zimbabwe,179.0
Estonia,Lao People's Democratic Republic,179.0
Pakistan,Trinidad and Tobago,178.0
Lithuania,Pakistan,178.0
Indonesia,Viet Nam,178.0
Spain,Djibouti,178.0
Kazakhstan,Armenia,178.0
Lao People's Democratic Republic,Germany,177.0
Brazil,Brunei Darussalam,177.0
Malaysia,Sri Lanka,177.0
Germany,Myanmar,176.0
Ghana,Niger,176.0
Portugal,Iraq,174.0
Barbados,Guyana,174.0
Gambia,Mali,174.0
Colombia,El Salvador,174.0
United Kingdom,Comoros,173.0
New Zealand,United Republic of Tanzania,173.0
Gambia,Guinea,173.0
Slovakia,Spain,173.0
New Zealand,Central African Republic,173.0
New Zealand,Albania,173.0
Egypt,Turkey,173.0
Argentina,Zambia,173.0
Australia,Norfolk Island,173.0
Sweden,Greece,172.0
Finland,Romania,172.0
Uruguay,Barbados,172.0
United Kingdom,Barbados,172.0
Finland,Austria,172.0
Armenia,Poland,171.0
Mexico,Equatorial Guinea,171.0
United Kingdom,Malawi,171.0
Zimbabwe,South Africa,171.0
Germany,Central African Republic,170.0
Chile,Switzerland,170.0
Belgium,Maldives,170.0
Germany,Democratic People's Republic of Korea,170.0
Turkey,Madagascar,170.0
India,Hungary,169.0
India,Central African Republic,169.0
Croatia,United Arab Emirates,169.0
France,Turkmenistan,168.0
United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",168.0
Israel,United States of America,168.0
Colombia,Honduras,167.0
Germany,Seychelles,167.0
Thailand,Comoros,166.0
India,Venezuela (Bolivarian Republic of),166.0
Chile,French Polynesia,165.0
"China, mainland",Turkey,165.0
Kyrgyzstan,Ukraine,165.0
Sweden,United Arab Emirates,165.0
Saudi Arabia,Singapore,165.0
Azerbaijan,Thailand,164.0
Cambodia,South Africa,164.0
Belgium,Grenada,164.0
Uruguay,Denmark,163.0
Finland,Democratic Republic of the Congo,163.0
Poland,Greenland,163.0
Austria,Azerbaijan,163.0
New Zealand,Aruba,162.0
United Kingdom,Colombia,162.0
Belgium,Armenia,162.0
Bahrain,India,162.0
Latvia,Austria,162.0
Bulgaria,Armenia,162.0
Japan,France,162.0
Papua New Guinea,Malaysia,161.0
Brazil,India,161.0
Romania,Norway,161.0
Jordan,Brazil,161.0
Rwanda,Burundi,160.0
New Zealand,Saint Kitts and Nevis,160.0
Lithuania,Uzbekistan,160.0
Lao People's Democratic Republic,Italy,160.0
South Africa,Liberia,159.0
Viet Nam,Oman,159.0
Senegal,Ghana,159.0
Uruguay,Ukraine,159.0
South Africa,Senegal,159.0
Suriname,United Kingdom,158.0
Slovakia,Denmark,158.0
Latvia,Canada,158.0
Uruguay,Antigua and Barbuda,158.0
Argentina,Montenegro,158.0
Netherlands,Burkina Faso,158.0
Uruguay,Tonga,158.0
Republic of Korea,Spain,157.0
Malaysia,Switzerland,157.0
Iran (Islamic Republic of),Kuwait,157.0
Spain,Dominican Republic,157.0
Egypt,Iraq,157.0
Denmark,Congo,156.0
Poland,Thailand,156.0
Italy,Saudi Arabia,156.0
Sweden,Togo,156.0
Saudi Arabia,Tunisia,155.0
Luxembourg,Azerbaijan,155.0
Bahrain,United States of America,155.0
Switzerland,Namibia,155.0
Indonesia,Maldives,154.0
Japan,Switzerland,154.0
Australia,Micronesia (Federated States of),153.0
Germany,Sierra Leone,153.0
Panama,Guatemala,153.0
Morocco,"China, Hong Kong SAR",153.0
Pakistan,Democratic Republic of the Congo,153.0
"China, Taiwan Province of",Malaysia,152.0
Uruguay,Libya,152.0
Czechia,Spain,152.0
Belarus,Armenia,152.0
"China, mainland",Togo,152.0
Latvia,Viet Nam,152.0
Republic of Korea,Philippines,152.0
Japan,Canada,152.0
Pakistan,"China, Taiwan Province of",151.0
Mexico,Costa Rica,151.0
Poland,Sierra Leone,151.0
United States of America,Iran (Islamic Republic of),151.0
Pakistan,Republic of Korea,151.0
Mongolia,Poland,151.0
Switzerland,Spain,151.0
Germany,Zambia,150.0
United Arab Emirates,Pakistan,150.0
Ethiopia,Oman,150.0
Malta,Netherlands,149.0
Belgium,Zambia,149.0
Belgium,Kenya,149.0
Egypt,"China, Hong Kong SAR",149.0
Bulgaria,Viet Nam,149.0
Peru,Gambia,148.0
Cambodia,Cyprus,148.0
Viet Nam,Brazil,148.0
"China, Hong Kong SAR",Niger,148.0
"China, Taiwan Province of",Burkina Faso,148.0
Benin,Ghana,147.0
Guyana,Colombia,147.0
Kazakhstan,Belgium,147.0
Indonesia,Niger,147.0
Trinidad and Tobago,Barbados,147.0
Netherlands,Egypt,146.0
Uruguay,Australia,146.0
Italy,Comoros,146.0
Germany,Guinea-Bissau,146.0
Egypt,Morocco,146.0
Germany,British Virgin Islands,145.0
Canada,Tonga,145.0
Belgium,Iceland,145.0
Turkey,Bahrain,145.0
Senegal,France,145.0
Singapore,India,145.0
South Africa,Cambodia,145.0
Saudi Arabia,Turkey,144.0
Australia,Serbia,144.0
Belgium,Mauritius,144.0
Canada,Pakistan,144.0
New Zealand,Tuvalu,144.0
Netherlands,Namibia,144.0
Congo,Democratic Republic of the Congo,143.0
Italy,Pakistan,143.0
Sri Lanka,Germany,143.0
Denmark,Togo,143.0
Sweden,Albania,143.0
Cambodia,Ukraine,143.0
Germany,Azerbaijan,143.0
Iran (Islamic Republic of),Azerbaijan,143.0
Japan,Russian Federation,143.0
Belgium,Djibouti,143.0
Mexico,Gabon,143.0
Singapore,Bangladesh,142.0
Canada,Azerbaijan,142.0
Ireland,Albania,142.0
Belgium,Sierra Leone,142.0
France,Montenegro,142.0
Saudi Arabia,Djibouti,142.0
Namibia,Netherlands,142.0
Brazil,Kyrgyzstan,142.0
Poland,Comoros,141.0
Bangladesh,Malaysia,141.0
Italy,Kazakhstan,141.0
Austria,Uzbekistan,141.0
Vanuatu,United States of America,141.0
South Africa,Somalia,140.0
Thailand,Djibouti,140.0
Jordan,Ghana,140.0
Uruguay,Seychelles,140.0
Botswana,Angola,140.0
Burkina Faso,Cameroon,140.0
Sweden,North Macedonia,140.0
Pakistan,Malta,140.0
Argentina,"China, Macao SAR",139.0
Republic of Moldova,Republic of Korea,139.0
Croatia,Portugal,139.0
Philippines,Canada,138.0
Sweden,Japan,138.0
"China, Taiwan Province of",Zimbabwe,138.0
Netherlands,Panama,138.0
Sweden,Singapore,138.0
New Zealand,Cocos (Keeling) Islands,137.0
France,Lao People's Democratic Republic,137.0
"China, Hong Kong SAR",Georgia,137.0
Turkey,Denmark,137.0
Cambodia,Angola,137.0
Hungary,Sweden,137.0
Italy,Malaysia,136.0
Uruguay,Grenada,136.0
Ireland,Maldives,136.0
Thailand,Palau,136.0
Eswatini,Botswana,135.0
"China, Taiwan Province of",Saudi Arabia,135.0
Myanmar,Latvia,135.0
Paraguay,Italy,135.0
Fiji,Tonga,135.0
Denmark,Kazakhstan,135.0
Cambodia,Côte d'Ivoire,135.0
Germany,Jordan,134.0
Barbados,Trinidad and Tobago,134.0
Italy,Namibia,134.0
Tunisia,Lao People's Democratic Republic,134.0
Sri Lanka,Kuwait,134.0
Belgium,Bahrain,134.0
Ireland,Saudi Arabia,134.0
Belgium,Qatar,133.0
Netherlands,Senegal,132.0
Israel,"China, Hong Kong SAR",132.0
Sri Lanka,Qatar,132.0
Portugal,Tunisia,132.0
Malaysia,"China, Taiwan Province of",132.0
Denmark,Montenegro,132.0
"China, mainland",Ethiopia,132.0
Egypt,Bahrain,132.0
Ukraine,Mongolia,131.0
Slovenia,"China, Macao SAR",131.0
United Kingdom,Azerbaijan,131.0
Mexico,Guinea,130.0
Belgium,Azerbaijan,130.0
Israel,South Africa,130.0
Barbados,Antigua and Barbuda,130.0
India,Bosnia and Herzegovina,130.0
United Kingdom,Senegal,129.0
Lebanon,Turkey,129.0
Lao People's Democratic Republic,"China, Hong Kong SAR",129.0
Denmark,Zambia,129.0
United Arab Emirates,Greece,128.0
Ireland,Finland,128.0
Philippines,Singapore,128.0
"China, Hong Kong SAR",Republic of Korea,128.0
Niger,"China, mainland",127.0
Bolivia (Plurinational State of),Angola,127.0
Spain,Democratic Republic of the Congo,127.0
Armenia,Italy,127.0
Kenya,Netherlands,126.0
Mexico,Angola,126.0
Argentina,Albania,126.0
Slovakia,Libya,126.0
Denmark,New Caledonia,125.0
Ghana,Benin,125.0
Italy,Dominican Republic,124.0
Kuwait,Oman,124.0
Viet Nam,Montenegro,124.0
India,Turkmenistan,124.0
Hungary,Georgia,124.0
Myanmar,Slovenia,123.0
Belarus,Georgia,123.0
Estonia,Slovakia,123.0
"China, mainland",Costa Rica,123.0
Brazil,Uganda,122.0
Malaysia,Pakistan,122.0
Canada,Liberia,121.0
Malaysia,Oman,121.0
Republic of Korea,Nigeria,121.0
Spain,Central African Republic,120.0
Norway,Iceland,120.0
"China, mainland",Myanmar,120.0
Germany,Sao Tome and Principe,120.0
Malawi,Botswana,120.0
Thailand,Hungary,119.0
Sri Lanka,Malaysia,119.0
United Arab Emirates,Georgia,119.0
Slovenia,Viet Nam,119.0
Brazil,Burkina Faso,119.0
Finland,North Macedonia,119.0
Italy,Azerbaijan,119.0
Sri Lanka,Bahrain,118.0
Côte d'Ivoire,Cabo Verde,118.0
Costa Rica,"China, Taiwan Province of",118.0
Belize,Jamaica,118.0
Spain,Egypt,118.0
Viet Nam,Sweden,118.0
Finland,Côte d'Ivoire,117.0
Niger,"China, Hong Kong SAR",117.0
Canada,Namibia,117.0
New Zealand,Brunei Darussalam,117.0
Egypt,Albania,116.0
Iceland,Togo,116.0
Lithuania,Lao People's Democratic Republic,116.0
Canada,Lebanon,116.0
Ireland,Liberia,116.0
Sri Lanka,Saudi Arabia,115.0
"China, Hong Kong SAR",Spain,115.0
Lithuania,United Arab Emirates,114.0
United States of America,Sudan,114.0
Netherlands,Cambodia,113.0
Argentina,Serbia,113.0
Kuwait,Afghanistan,113.0
Russian Federation,United States of America,113.0
Portugal,Finland,113.0
India,Finland,113.0
Cambodia,Saudi Arabia,113.0
"China, mainland",Liberia,113.0
Bosnia and Herzegovina,Iraq,112.0
Uruguay,Azerbaijan,112.0
"China, mainland",Uzbekistan,112.0
Viet Nam,Italy,112.0
Lebanon,Saudi Arabia,112.0
Belgium,United States of America,112.0
"China, mainland",Namibia,112.0
Egypt,Jordan,111.0
Sweden,Serbia,111.0
Egypt,Romania,111.0
Norway,North Macedonia,111.0
Bangladesh,Maldives,111.0
Italy,Uruguay,111.0
New Zealand,Cameroon,111.0
Hungary,Turkmenistan,110.0
Japan,Netherlands,110.0
Malaysia,"China, mainland",110.0
Turkey,Seychelles,110.0
Ireland,Viet Nam,109.0
Ireland,Equatorial Guinea,109.0
Bulgaria,Gabon,109.0
Netherlands,Belarus,109.0
Poland,Luxembourg,109.0
United Kingdom,Faroe Islands,109.0
Italy,Egypt,108.0
Portugal,Sierra Leone,108.0
Luxembourg,Slovenia,108.0
Ecuador,Italy,108.0
United Arab Emirates,Mozambique,108.0
Saudi Arabia,Guinea,107.0
Morocco,Equatorial Guinea,107.0
Myanmar,Estonia,107.0
Australia,Ethiopia,107.0
Finland,Portugal,107.0
Australia,Portugal,107.0
Turkey,Central African Republic,107.0
Singapore,Burkina Faso,107.0
Botswana,Seychelles,107.0
Bangladesh,Canada,107.0
Croatia,United Kingdom,106.0
Georgia,Turkmenistan,106.0
Netherlands,"China, Macao SAR",106.0
Yemen,Oman,106.0
Germany,Faroe Islands,105.0
Saudi Arabia,Australia,105.0
Paraguay,Aruba,105.0
Botswana,Zimbabwe,105.0
North Macedonia,Bulgaria,105.0
New Zealand,Pakistan,105.0
Guatemala,United States of America,105.0
Hungary,Portugal,105.0
United Kingdom,Maldives,105.0
United States of America,French Southern and Antarctic Territories,105.0
Cambodia,Switzerland,104.0
Indonesia,United States of America,104.0
Viet Nam,Azerbaijan,104.0
Sweden,New Caledonia,104.0
South Africa,Germany,104.0
Djibouti,Israel,104.0
New Zealand,Timor-Leste,104.0
Bangladesh,Qatar,104.0
Pakistan,Congo,104.0
Republic of Korea,Cambodia,104.0
India,Cambodia,103.0
Tajikistan,Iran (Islamic Republic of),103.0
Argentina,Kenya,103.0
Australia,Afghanistan,103.0
Uruguay,Jamaica,102.0
"China, mainland",Portugal,102.0
Canada,Antigua and Barbuda,102.0
Pakistan,Estonia,102.0
Lebanon,Iran (Islamic Republic of),102.0
Saudi Arabia,United Kingdom,102.0
Portugal,Venezuela (Bolivarian Republic of),101.0
Chile,Jamaica,101.0
Chile,Mauritius,101.0
Uganda,Zambia,101.0
Ireland,Lithuania,101.0
Zambia,Italy,101.0
Thailand,Montenegro,100.0
Ecuador,United States of America,100.0
Denmark,Liberia,100.0
Belgium,Nauru,100.0
Bulgaria,Switzerland,100.0
Cambodia,Slovakia,100.0
Estonia,"China, Hong Kong SAR",100.0
Italy,Kuwait,99.0
Viet Nam,New Caledonia,99.0
United Kingdom,Bermuda,99.0
Costa Rica,Jamaica,99.0
Portugal,Saudi Arabia,99.0
Malta,Libya,98.0
Republic of Moldova,Jordan,98.0
"China, mainland",Vanuatu,98.0
Estonia,Czechia,98.0
Republic of Moldova,Latvia,98.0
Italy,Bahrain,98.0
Slovakia,Iraq,98.0
Belgium,Viet Nam,98.0
Barbados,Grenada,98.0
Belgium,Uganda,97.0
Ukraine,Bulgaria,97.0
Argentina,Guyana,97.0
New Zealand,Nepal,97.0
Australia,Northern Mariana Islands,97.0
Trinidad and Tobago,Jamaica,97.0
Portugal,Equatorial Guinea,97.0
Chile,Norway,97.0
Ireland,Zimbabwe,97.0
Argentina,Tajikistan,97.0
Italy,Rwanda,96.0
Hungary,Jordan,96.0
Estonia,Côte d'Ivoire,96.0
Netherlands,New Zealand,96.0
Spain,Sri Lanka,96.0
Jordan,New Zealand,96.0
Chile,Paraguay,96.0
Belgium,Mongolia,96.0
Turkey,Czechia,95.0
Australia,Chile,95.0
Australia,Bangladesh,95.0
Saudi Arabia,Gambia,95.0
Argentina,Croatia,95.0
Czechia,Mauritania,94.0
"China, mainland",Algeria,94.0
Iceland,Switzerland,94.0
Slovakia,Azerbaijan,94.0
Ireland,Congo,94.0
Austria,Republic of Moldova,94.0
Luxembourg,"China, mainland",94.0
Italy,Uganda,93.0
Ireland,Libya,93.0
Chile,Guinea,93.0
Austria,Philippines,92.0
"China, Taiwan Province of",United Kingdom,92.0
Netherlands,Tunisia,92.0
Brazil,British Virgin Islands,92.0
Netherlands,Chad,92.0
United States of America,Solomon Islands,92.0
South Africa,Saint Kitts and Nevis,92.0
Spain,Haiti,92.0
United States of America,Slovakia,92.0
Argentina,Sweden,92.0
Philippines,Senegal,92.0
Ukraine,South Sudan,92.0
Malaysia,Kuwait,92.0
Argentina,Belarus,91.0
Singapore,Sweden,91.0
Sri Lanka,France,91.0
Argentina,Aruba,91.0
Jordan,Turkey,91.0
Greece,Australia,90.0
Burkina Faso,Ghana,90.0
Paraguay,Russian Federation,90.0
Bulgaria,Republic of Moldova,90.0
Thailand,Belarus,90.0
Belgium,Ethiopia,90.0
Poland,Central African Republic,90.0
Australia,Colombia,90.0
"China, Taiwan Province of",Guinea,90.0
Malta,United Kingdom,90.0
Sri Lanka,Ethiopia,90.0
Argentina,Austria,90.0
Sweden,Czechia,90.0
Lithuania,Tajikistan,90.0
United Kingdom,Oman,89.0
India,Latvia,89.0
Poland,Guinea-Bissau,89.0
Viet Nam,Sri Lanka,89.0
Italy,Mauritius,89.0
Germany,Australia,89.0
France,Indonesia,89.0
Morocco,Belgium,89.0
Australia,Norway,89.0
Luxembourg,Bahamas,88.0
Lebanon,Nigeria,88.0
Belgium,Sri Lanka,88.0
Belgium,Chile,88.0
Italy,Oman,88.0
Ireland,Bahamas,88.0
Sri Lanka,Djibouti,88.0
Italy,Philippines,87.0
Turks and Caicos Islands,Zambia,87.0
Romania,Kazakhstan,87.0
Hungary,Uzbekistan,87.0
Brazil,Lithuania,87.0
Panama,Angola,87.0
Argentina,United Republic of Tanzania,87.0
Iran (Islamic Republic of),Australia,86.0
Cambodia,Viet Nam,86.0
Iceland,Tunisia,86.0
Panama,"China, Hong Kong SAR",86.0
Brazil,Madagascar,86.0
Netherlands,Sri Lanka,86.0
Pakistan,Philippines,86.0
Bolivia (Plurinational State of),Canada,86.0
"China, Hong Kong SAR",Trinidad and Tobago,86.0
Ethiopia,Viet Nam,86.0
Finland,Iceland,85.0
Bangladesh,Bahrain,85.0
Singapore,Zambia,85.0
United Kingdom,Central African Republic,85.0
"China, Taiwan Province of",Bangladesh,85.0
"China, Taiwan Province of",Netherlands,85.0
United Arab Emirates,Zambia,85.0
Ecuador,Spain,84.0
Burkina Faso,Mali,84.0
South Africa,Gambia,84.0
"China, mainland",Ireland,84.0
Luxembourg,Ireland,84.0
United States of America,Botswana,84.0
El Salvador,United States of America,84.0
India,Estonia,84.0
Sri Lanka,Jordan,84.0
Italy,Peru,84.0
Spain,Madagascar,84.0
Austria,Cyprus,84.0
United Arab Emirates,Indonesia,84.0
Latvia,Cyprus,83.0
Saint Vincent and the Grenadines,Jamaica,83.0
United Kingdom,Sierra Leone,83.0
Russian Federation,Australia,83.0
Thailand,Morocco,83.0
"China, mainland",Kazakhstan,83.0
Malawi,United Kingdom,83.0
South Africa,Georgia,83.0
Austria,Portugal,83.0
Kuwait,Congo,83.0
Japan,Ethiopia,82.0
United Kingdom,Republic of Moldova,82.0
Italy,Belarus,82.0
Brazil,Czechia,82.0
Estonia,Greece,82.0
Argentina,Saint Lucia,82.0
Ukraine,Central African Republic,82.0
Slovenia,Singapore,82.0
"China, Taiwan Province of",United Arab Emirates,82.0
Slovakia,Mauritius,82.0
Ireland,Singapore,82.0
Netherlands,Uganda,82.0
Netherlands,Belize,81.0
Spain,Cameroon,81.0
Colombia,Jordan,81.0
Brazil,Faroe Islands,81.0
Lao People's Democratic Republic,Switzerland,81.0
New Zealand,Ethiopia,81.0
Czechia,Armenia,81.0
"China, Taiwan Province of",New Zealand,81.0
Colombia,Angola,80.0
Slovenia,Mauritius,80.0
Ukraine,Australia,80.0
Thailand,Haiti,80.0
Portugal,Canada,80.0
Denmark,Central African Republic,80.0
Andorra,Bahrain,80.0
Eswatini,France,80.0
"China, mainland",United Republic of Tanzania,80.0
India,Barbados,80.0
Poland,Qatar,80.0
Norway,Singapore,79.0
United Kingdom,Brunei Darussalam,79.0
Slovakia,Myanmar,79.0
United States of America,Brunei Darussalam,79.0
Slovenia,United Arab Emirates,79.0
Switzerland,Thailand,79.0
Malaysia,Niger,79.0
Japan,Nepal,79.0
Spain,Brazil,79.0
Greece,Jordan,79.0
Guyana,Switzerland,79.0
Morocco,Libya,78.0
United Arab Emirates,Mauritius,78.0
Brazil,Sao Tome and Principe,78.0
Portugal,Benin,78.0
United Arab Emirates,Congo,78.0
Australia,Cocos (Keeling) Islands,77.0
Ireland,Angola,77.0
Saudi Arabia,Eritrea,77.0
Argentina,Ukraine,77.0
Belgium,Dominica,77.0
Luxembourg,United Kingdom,77.0
Brazil,Nepal,77.0
Lebanon,"China, Hong Kong SAR",77.0
Venezuela (Bolivarian Republic of),Lebanon,77.0
Peru,Antigua and Barbuda,77.0
Netherlands,Mauritius,77.0
Argentina,New Zealand,77.0
Colombia,Costa Rica,77.0
North Macedonia,Canada,76.0
Sri Lanka,"China, Taiwan Province of",76.0
Iran (Islamic Republic of),Russian Federation,76.0
Cambodia,Ireland,76.0
Belize,United Arab Emirates,76.0
Germany,Papua New Guinea,76.0
New Zealand,Wallis and Futuna Islands,76.0
New Zealand,British Virgin Islands,76.0
Bulgaria,Benin,76.0
Peru,Netherlands,76.0
Thailand,Bulgaria,76.0
Portugal,Guinea,76.0
France,Tajikistan,75.0
Kuwait,Pakistan,75.0
Saudi Arabia,Sierra Leone,75.0
Canada,Jordan,75.0
Egypt,Canada,75.0
Slovakia,Republic of Korea,75.0
"China, mainland",Switzerland,75.0
Cambodia,Benin,75.0
Fiji,Solomon Islands,75.0
South Africa,Switzerland,74.0
Brazil,Hungary,74.0
Singapore,Congo,74.0
Turkey,Maldives,74.0
Ukraine,Guyana,74.0
Slovakia,Estonia,74.0
Iran (Islamic Republic of),Canada,74.0
Afghanistan,Pakistan,73.0
Uruguay,Brunei Darussalam,73.0
Croatia,Republic of Moldova,73.0
Denmark,Senegal,73.0
United Arab Emirates,Denmark,73.0
Spain,Republic of Moldova,73.0
Lao People's Democratic Republic,United States of America,73.0
Canada,Burkina Faso,73.0
Spain,Aruba,73.0
Republic of Korea,France,73.0
Madagascar,United States of America,72.0
United Arab Emirates,Republic of Korea,72.0
Portugal,Romania,72.0
Qatar,Kuwait,72.0
Guinea,Côte d'Ivoire,72.0
Germany,Mauritius,72.0
Greece,Guinea,72.0
Jordan,Brunei Darussalam,72.0
Australia,Equatorial Guinea,72.0
Chile,Saudi Arabia,71.0
"China, Hong Kong SAR",Gambia,71.0
Sri Lanka,Norway,71.0
Switzerland,Belgium,71.0
New Zealand,Nauru,71.0
Slovenia,Somalia,71.0
Lithuania,Kyrgyzstan,71.0
Ireland,Georgia,71.0
Romania,Chile,71.0
Pakistan,Brunei Darussalam,71.0
Republic of Korea,Netherlands,71.0
"China, Hong Kong SAR",Netherlands,70.0
Romania,Finland,70.0
Cyprus,Germany,70.0
Czechia,Malta,70.0
"China, mainland",Jamaica,70.0
Togo,Niger,70.0
India,Serbia,70.0
Uruguay,Japan,70.0
